State,County,Year,Month,Flash Flood Total Duration (Minutes),DSCI,None,D0,D1,D2,D3,D4,Population Density,Housing Unit Density,PCP Value,PCP Rank,PCP Anomaly (1901-2000 base period),1901-2000 PCP Mean,TMAX Value,TMAX Rank,TMAX Anomaly (1901-2000 base period),1901-2000 TMAX Mean,TAVG Value,TAVG Rank,TAVG Anomaly (1901-2000 base period),1901-2000 TAVG Mean,TMIN Value,TMIN Rank,TMIN Anomaly (1901-2000 base period),1901-2000 TMIN Mean,DEM Count,DEM Area,Land Area (Sq Mi),Land Area (Sq Km),Rank (Land Area),Water Area (Sq Mi),Water Area (Sq Km),Rank (Water Area),Total Area (Sq Mi),Total Area (Sq Km),Rank (Total Area),Slope Min,Slope Max,Slope Range,Slope Mean,Slope Std,Slope Sum,Slope Median,Slope Pct90,Elevation Min,Elevation Max,Elevation Range,Elevation Mean,Elevation Std,Elevation Sum,Elevation Median,Elevation Pct90,Flow Accumulation Min,Flow Accumulation Max,Flow Accumulation Range,Flow Accumulation Mean,Flow Accumulation Std,Flow Accumulation Sum,Flow Accumulation Median,Flow Accumulation Pct90,Curvature Min,Curvature Max,Curvature Range,Curvature Mean,Curvature Std,Curvature Sum,Curvature Median,Curvature Pct90,Planar Curvature Min,Planar Curvature Max,Planar Curvature Range,Planar Curvature Mean,Planar Curvature Std,Planar Curvature Sum,Planar Curvature Median,Planar Curvature Pct90,Profile Curvature Min,Profile Curvature Max,Profile Curvature Range,Profile Curvature Mean,Profile Curvature Std,Profile Curvature Sum,Profile Curvature Median,Profile Curvature Pct90
VA,Franklin County,2015,10,1200,0,100,0,0,0,0,0,30.5099001,16.12938234,6.5,113,3.0051,3.49,68,47,-0.953,69,56.9,67,0.699,56.2,45.7,89,2.264,43.4,2417646,0.186546759,690.43,1788.21,7,21.12,54.7,23,711.55,1842.91,9,0,45.75933075,45.75933075,8.300388199,6.033175544,20067400.33,6.726758003,16.80292702,202.8021393,1081.489624,878.6874847,365.5963091,115.0774098,883882454.3,339.4043427,487.1253052,0,3370016,3370016,2124.990849,47599.27005,5137475625,1,30,-46706704384,55263596544,1.02E+11,364237.9146,6261530707,8.81E+11,605641088,6705360384,-35831877632,44479819776,80311697408,141873637.4,3729065707,3.43E+14,265896200,3852504704,-41764487168,38729347072,80493834240,141513076.1,3719369913,3.42E+14,-180349200,4507634176
VA,Gloucester County,2015,10,4695,16,83.87096774,16.12903226,0,0,0,0,49.62057223,21.87810045,5.03,105,2.0478,2.98,69.3,40,-1.128,70.4,60.2,67,0.216,60,51,81,1.452,49.5,983658,0.075899537,217.81,564.13,83,70.17,181.74,10,287.98,745.86,75,0,16.66965485,16.66965485,1.227087789,1.699013087,1207034.721,0.456841648,3.698651719,-0.980000019,75.90226746,76.88226748,10.56428474,11.11285901,10391643.2,6.97546339,26.48686714,0,9097202,9097202,9503.749981,279773.0517,9348439699,2,175,-19593498624,20754290688,40347789312,18916.34818,2065234251,18607217222,0,1773812787,-18702016512,14656463872,33358480384,22716734.22,1089842931,2.23E+13,0,817903257.6,-13321649152,16228125696,29549774848,22711543.66,1350078980,2.23E+13,0,1029075757
VA,Halifax County,2015,10,8460,0,100,0,0,0,0,0,16.33662675,8.471515733,3.98,88,0.9134,3.07,68.6,39,-1.36,70,57.6,62,0.053,57.5,46.5,77,1.379,45.1,2808506,0.21670571,817.84,2118.2,4,11.79,30.54,33,829.63,2148.73,5,0,30.99777222,30.99777222,3.668982339,2.235485972,10304358.91,3.344863057,6.557517052,35.98508453,228.0457306,192.0606461,138.8449574,23.42139886,390188763.8,137.4249496,170.8208817,0,15387418,15387418,9469.808114,279395.9622,26612509314,1,30,-36748292096,36832968704,73581260800,-329863.5311,3217668393,-9.27E+11,264411808,3506117376,-19553380352,20015708160,39569088512,61549307.55,1827294010,1.73E+14,115261492,2001949952,-31953145856,24614709248,56567855104,61883942.97,1970231328,1.74E+14,-112426276,2354132941
VA,Hampton City,2015,10,3972,16,83.87096774,16.12903226,0,0,0,0,385.9951278,170.3302929,4.93,108,1.9602,2.97,70.2,54,-0.324,70.5,62.1,74,0.798,61.3,53.9,87,1.825,52.1,688136,0.053096914,51.41,133.15,101,84.89,219.86,8,136.3,353.02,98,0,17.78281784,17.78281784,0.130021812,0.518147724,89472.68973,0,0.3368451,-5,53.9879303,58.9879303,0.7557306,1.901354393,520045.4324,0,3.409210086,0,46231456,46231456,29663.09819,910861.0139,20412245734,41,384,-33641910272,48089690112,81731600384,-1161904.779,919897624,-8.00E+11,0,152805912,-16333323264,26793854976,43127178240,16640650.28,444982584.8,1.15E+13,0,82950044,-23275550720,18793220096,42068770816,18548342.05,581803243.1,1.28E+13,0,171754808
VA,James City County,2015,10,4822,16,83.87096774,16.12903226,0,0,0,0,156.8597462,69.88346294,4.78,102,1.8001,2.98,69.5,41,-1.157,70.7,60.2,62,0.153,60,51,84,1.577,49.4,610942,0.047140586,142.44,368.92,93,36.8,95.31,16,179.24,464.23,95,0,22.1774292,22.1774292,2.172032105,2.459750553,1326985.639,1.324181616,5.644131041,-0.980000019,43.20470428,44.1847043,13.49132056,11.54864501,8242414.364,12.60113525,29.30149574,0,32411814,32411814,23448.20343,828698.2528,14325492302,2,126,-31273338880,32078331904,63351670784,-232900.332,3396439131,-1.42E+11,0,3401668454,-23074975744,24656898048,47731873792,43582621.91,1851671020,2.66E+13,0,1657380275,-22764546048,20627064832,43391610880,43831877.2,2156348576,2.68E+13,0,2171664717
VA,King William County,2015,10,4695,16,83.87096774,16.12903226,0,0,0,0,22.00924599,9.112168483,4.77,98,1.6892,3.08,68.4,21,-2.498,70.9,57.7,47,-0.653,58.4,47.1,77,1.304,45.8,979468,0.075576235,273.94,709.5,73,11.69,30.28,34,285.63,739.78,77,0,30.12420464,30.12420464,2.258970738,2.506970781,2212589.55,1.315265179,5.86721468,-0.870000005,62.64497375,63.51497376,27.01594083,17.61788788,26461249.53,28.23871231,51.79569702,0,5064203,5064203,13038.93132,219914.5749,12771215978,1,37,-35596722176,37348352000,72945074176,-152538.5727,3104119218,-1.49E+11,20387192,2995490304,-26975381504,24398403584,51373785088,31038966.79,1610471054,3.04E+13,566320.0625,1349821888,-29217851392,26486704128,55704555520,31212644.52,2074461414,3.06E+13,-20471865,2021702323
VA,King and Queen County,2015,10,4695,16,83.87096774,16.12903226,0,0,0,0,8.383722444,4.103704931,4.9,99,1.8555,3.04,68.7,24,-2.028,70.7,58.2,51,-0.375,58.6,47.8,76,1.365,46.4,1119530,0.086383488,315.14,816.21,65,11.15,28.88,36,326.29,845.09,66,0,21.14426613,21.14426613,2.523372043,2.266004435,2824990.704,1.929736674,5.692217493,-0.920000017,72.46105194,73.38105196,28.7758837,15.33817857,32215465.07,30.68386269,48.67788467,0,8413918,8413918,5630.256028,156749.165,6303240531,1,41,-32237246464,22897047552,55134294016,-443297.589,3177955387,-4.96E+11,28390973,3476406400,-25872445440,16150028288,42022473728,45794581.55,1720007651,5.13E+13,4674677.75,1765917504,-19014131712,26063775744,45077907456,46251088.75,2051087793,5.18E+13,-25414848,2348882765
VA,Lancaster County,2015,10,4800,16,83.87096774,16.12903226,0,0,0,0,18.06213709,12.68103851,4.69,97,1.6542,3.04,68.7,40,-1.094,69.8,59.1,53,-0.124,59.2,49.4,71,0.766,48.6,793570,0.061232253,133.25,345.12,94,98.15,254.21,6,231.4,599.32,87,0,18.31871414,18.31871414,1.284162222,2.031171594,1019072.615,0.280164376,4.233178711,-0.620000005,40.65003586,41.27003586,8.985818568,10.88030493,7130876.041,3.09773612,26.5703331,0,10366976,10366976,12777.77469,337633.645,10140058659,4,322,-22300719104,23667007488,45967726592,-1048340.936,2446543672,-8.32E+11,0,1879381632,-16841618432,14295525376,31137143808,16738502.73,1309545585,1.33E+13,0,807946272,-14000512000,17051168768,31051680768,17789820.85,1586405013,1.41E+13,0,991957625.6
VA,Mathews County,2015,10,4695,16,83.87096774,16.12903226,0,0,0,0,13.53724505,8.788329221,4.9,101,1.9037,3,69.2,47,-0.842,70,60.4,64,0.241,60.2,51.5,75,1.232,50.3,860827,0.066421836,85.93,222.56,97,166.03,430.02,4,251.96,652.57,84,0,10.77412987,10.77412987,0.12207317,0.39663002,105083.8808,0,0.323524261,-0.980000019,21.39826965,22.37826967,0.975975482,2.102861396,840146.0465,0,3.762695169,0,952549,952549,895.3424893,17053.4825,770734989,14,992,-15355412480,17509183488,32864595968,-89647.32663,463097782.1,-77170839242,0,114421830.4,-12891027456,10211436544,23102464000,3083669.201,225077786.5,2.65E+12,0,53523011.2,-9530029056,11228340224,20758369280,3185267.033,319929398,2.74E+12,0,60854048.8
VA,Middlesex County,2015,10,4800,16,83.87096774,16.12903226,0,0,0,0,19.57537233,13.33235634,4.92,101,1.9127,3.01,68.8,37,-1.344,70.1,59.3,52,-0.172,59.5,49.9,75,1.1,48.8,722035,0.055712577,130.31,337.5,95,80.46,208.39,9,210.77,545.89,92,0,25.17755318,25.17755318,1.492674857,2.237531555,1077763.49,0.476947784,4.625374222,-0.469999999,37.46680832,37.93680832,10.68710331,11.44168904,7716462.639,6.90354538,28.24177704,0,8885992,8885992,7909.839275,235896.5367,5711180801,3,211,-25904775168,28433059840,54337835008,-56821.86113,2640078245,-41027372503,0,2256358707,-19221145600,18660009984,37881155584,23171057.95,1350532350,1.67E+13,0,941273344,-20685320192,20517138432,41202458624,23229526.91,1779252854,1.68E+13,0,1324515072
VA,Newport News City,2015,10,4822,16,83.87096774,16.12903226,0,0,0,0,584.8107811,250.0630191,4.84,105,1.8649,2.98,70.1,51,-0.582,70.7,61.6,73,0.642,61,53,85,1.776,51.2,408162,0.031493981,68.71,177.96,98,50.76,131.47,13,119.47,309.43,99,0,16.45694923,16.45694923,0.500351918,1.007750978,204224.6397,0.124632996,1.400359833,-13.092556,31.96411896,45.05667496,4.383823791,5.192835284,1789310.286,1.939062178,10.83494244,0,34263072,34263072,86435.97429,1697231.052,35279880138,2,79,-37743759360,54410092544,92153851904,-32444.41105,2133706041,-13242575701,0,1159438464,-18058358784,33721126912,51779485696,29659506.34,1071137677,1.21E+13,0,563409248,-27341453312,25680801792,53022255104,30860040.65,1303159808,1.26E+13,0,705352761.6
VA,Northumberland County,2015,10,4815,16,83.87096774,16.12903226,0,0,0,0,16.54681121,12.42396388,3.85,85,0.8215,3.03,69,51,-0.448,69.4,58.7,54,-0.086,58.8,48.4,62,0.287,48.1,984948,0.075999074,191.3,495.46,88,94.33,244.31,7,285.63,739.78,77,0,19.70364952,19.70364952,1.626692225,2.322182429,1602207.254,0.579628438,5.005557299,-0.620000005,48.17911148,48.79911149,10.80850232,12.34882433,10657853.42,4.225028992,29.85142288,0,10917304,10917304,10140.95256,323833.1463,9999607959,2,167,-26512820224,25499717632,52012537856,-49577.53452,2903142156,-48886522846,0,2480503322,-19451404288,17644580864,37095985152,18931819.14,1582578731,1.87E+13,0,1104397670,-16203688960,17791275008,33994963968,18987048.08,1852623013,1.87E+13,0,1515132288
VA,Pittsylvania County,2015,10,5640,0,100,0,0,0,0,0,24.47650437,12.50784503,5.07,104,1.8787,3.19,68.1,32,-1.752,69.9,57.1,57,-0.191,57.3,46.1,77,1.364,44.7,3316586,0.255909414,968.94,2509.54,1,9.23,23.91,41,978.17,2533.45,2,0,43.23411942,43.23411942,4.539186347,3.12432854,15054601.89,3.925128341,8.258706093,103.4203186,619.2762451,515.8559265,214.4566501,42.49629412,711550008.6,213.1890259,266.8768921,0,7821888,7821888,4468.573458,145845.3022,14826369249,1,29,-1.42E+11,1.41E+11,2.84E+11,-546981.874,3763946755,-1.81E+12,363224480,3910585523,-58486587392,61608247296,1.20E+11,70649124.31,2124278943,2.34E+14,155931800,2241672192,-79798312960,83773718528,1.64E+11,71197444.55,2330300979,2.36E+14,-147234680,2627906022
VA,Prince George County,2015,10,4822,7,92.86290323,7.137096774,0,0,0,0,52.39249853,16.91393033,4.13,92,1.1502,2.98,69.6,37,-1.175,70.8,59.4,57,-0.136,59.5,49.1,73,0.808,48.3,957733,0.073899151,265.16,686.76,76,16.69,43.23,24,281.85,729.99,79,0,19.14365005,19.14365005,1.481952568,1.567817685,1419314.879,1.073050499,3.17635808,-27.06387138,54.72877884,81.79265022,28.77630843,13.60235207,27560020.2,33.11450195,42.67469864,0,30055808,30055808,17861.38056,701219.2912,17106433589,1,59,-26415247360,30126282752,56541530112,233161.0662,2013956280,2.23E+11,0,1810375731,-20874213376,21880174592,42754387968,32573964.86,1045213033,3.12E+13,0,918389260.8,-17550223360,18985625600,36535848960,32362287.84,1328359439,3.10E+13,0,1149409971
VA,Richmond County,2015,10,4620,16,83.87096774,16.12903226,0,0,0,0,15.67000375,7.020361547,4.27,93,1.2092,3.06,69.2,48,-0.684,69.9,58.4,55,-0.138,58.5,47.7,70,0.521,47.2,744266,0.057427932,191.49,495.96,87,24.87,64.41,20,216.36,560.37,90,0,30.54209328,30.54209328,2.783968101,3.024828887,2072012.802,1.723207951,7.199632168,-0.300000012,55.29455185,55.59455186,20.8027333,15.39478281,15482767.1,23.22414494,40.48747635,0,8268299,8268299,8827.360278,253989.2665,6569904125,1,81,-30178971648,35339657216,65518628864,-12269.94909,3976856849,-9132105927,0,4169306752,-26036805632,23022508032,49059313664,41498555.49,2200416264,3.09E+13,0,2081436864,-23570634752,23811452928,47382087680,41533450.48,2506419406,3.09E+13,0,2704556928
VA,Surry County,2015,10,4822,1,98.8516129,1.148387097,0,0,0,0,8.300360831,4.400895857,4.38,98,1.4211,2.96,70,43,-0.96,71,60.2,67,0.26,59.9,50.3,78,1.4,48.9,1053111,0.081258565,278.95,722.48,72,31.36,81.22,17,310.31,803.7,70,0,24.39733696,24.39733696,1.408696365,1.833749126,1483513.638,0.88814801,3.145459652,-0.689999998,40.51766205,41.20766205,22.22276864,10.68913336,23403042.11,25.82559204,33.23190689,0,32369328,32369328,24646.24912,853607.018,25955236060,1,93,-31506509824,31867086848,63373596672,378183.3811,2364555714,3.98E+11,0,1669277824,-26958340096,25384546304,52342886400,20026843.25,1219501776,2.11E+13,0,822950144,-23291207680,23688738816,46979946496,19655738.5,1576623582,2.07E+13,0,994982912
VA,Virginia Beach City,2015,10,5250,5,94.5,5.5,0,0,0,0,349.5877649,141.7754833,4.42,95,1.3765,3.04,71,74,0.846,70.2,63.1,88,1.551,61.5,55.2,93,2.274,52.9,1379871,0.106471528,249.02,644.96,80,248.32,643.15,3,497.34,1288.1,28,0,16.98786163,16.98786163,0.308436661,0.660772819,425602.8033,0.094775729,0.778189063,-12.82937527,47.35764694,60.18702221,1.610544584,2.191292659,2226626.204,0.634371251,4.596948242,0,47609584,47609584,20308.98556,955645.0435,28077781800,3,136,-36746231808,43346735104,80092966912,57777.01141,1520456491,79878451587,0,872966496,-17950746624,36516519936,54467266560,41338426.63,766101773,5.72E+13,0,430979849.6,-24061188096,20431411200,44492599296,42968029.77,937380555.5,5.94E+13,0,593782521.6
VA,Westmoreland County,2015,10,4695,16,83.87096774,16.12903226,0,0,0,0,26.78582331,16.55626107,3.82,85,0.7617,3.06,69,55,-0.225,69.2,58.5,58,0.116,58.4,48,66,0.46,47.5,879595,0.067869985,229.37,594.07,82,23.59,61.1,21,252.96,655.16,83,0,33.48041153,33.48041153,2.501110973,2.979229805,2199964.706,1.357845306,6.816082191,-0.620000005,60.16928101,60.78928101,20.64487256,16.67864743,18202460.27,18.39717484,43.62219086,0,6782587,6782587,2675.980802,126945.6119,2359396217,1,38,-37686652928,40919969792,78606622720,657964.159,3497096871,5.80E+11,0,3429780762,-23391481856,23289856000,46681337856,36084958.03,1931429680,3.18E+13,0,1635724365,-31582740480,27640254464,59222994944,35429661.37,2231586589,3.12E+13,-7067.71582,2237178419
KS,Cherokee County,2015,11,360,53,46.66666667,53.33333333,0,0,0,0,13.41490501,6.46018971,7.69,125,4.799,2.89,61.8,110,4.48,57.3,50.3,110,3.809,46.5,38.9,99,3.24,35.7,2012939,0.155319367,587.57,1521.799314,85,3.46,8.96,49,591.03,1530.76,85,0,36.97162247,36.97162247,0.989509982,1.228721453,1988993.234,0.650033653,2.009603882,231.5686798,319.678894,88.11021423,264.8656606,12.2962994,533158418,265.0114441,280.1691345,0,19452374,19452374,6892.156149,321609.3334,13873489907,1,34,-43002814464,54501609472,97504423936,53118.10575,2341762059,1.07E+11,16631104,1295351398,-32606484480,29716084736,62322569216,40234433.23,1149497292,8.10E+13,11188300,630188108.8,-34150578176,31400828928,65551407104,41438203.43,1490456252,8.34E+13,-14960.51074,854542118.4
VA,Montgomery County,2015,11,720,0,100,0,0,0,0,0,96.52740582,39.19438989,4.09,105,1.496,2.59,59.2,110,4.402,54.8,49,121,5.581,43.4,38.8,126,6.773,32,1325914,0.102308179,387.01,1002.35,48,2.25,5.83,81,389.26,1008.18,50,0,46.92967606,46.92967606,11.10756011,7.661851092,14727669.45,9.46078968,22.32477016,354.6578674,1147.213867,792.5559998,617.4940968,98.91608043,818744067.9,619.6712036,735.7906555,0,6690590,6690590,4837.356644,148111.2143,6413918897,1,29,-53419225088,58634825728,1.12E+11,-102757.2617,7841797718,-1.36E+11,328429696,8836277248,-40775315456,39896354816,80671670272,231921763.5,4586818674,3.08E+14,268167864,4961253581,-43869814784,44119719936,87989534720,232030359.3,4769382841,3.08E+14,0,5389112781
KS,Cherokee County,2015,12,2040,0,100,0,0,0,0,0,13.41490501,6.46018971,7.22,127,5.2728,1.95,55.3,127,9.241,46.1,44.2,127,7.754,36.4,33.1,122,6.278,26.8,2012939,0.155319367,587.57,1521.799314,85,3.46,8.96,49,591.03,1530.76,85,0,36.97162247,36.97162247,0.989509982,1.228721453,1988993.234,0.650033653,2.009603882,231.5686798,319.678894,88.11021423,264.8656606,12.2962994,533158418,265.0114441,280.1691345,0,19452374,19452374,6892.156149,321609.3334,13873489907,1,34,-43002814464,54501609472,97504423936,53118.10575,2341762059,1.07E+11,16631104,1295351398,-32606484480,29716084736,62322569216,40234433.23,1149497292,8.10E+13,11188300,630188108.8,-34150578176,31400828928,65551407104,41438203.43,1490456252,8.34E+13,-14960.51074,854542118.4
KS,Harvey County,2015,12,2938,45,54.83870968,45.16129032,0,0,0,0,24.8504063,10.49797924,3.45,125,2.4115,1.04,49.6,120,6.72,42.9,39.4,126,6.779,32.6,29.1,125,6.738,22.4,1862951,0.143746219,539.75,1397.946083,95,0.97,2.51,74,540.72,1400.46,96,0,9.937179565,9.937179565,0.63767575,0.636659029,1187958.676,0.45016253,1.414022446,401.7544861,476.3782654,74.6237793,439.5870126,11.46990792,818929064.7,438.6655884,455.7108765,0,4260690,4260690,3298.758027,81633.1564,6145424566,1,38,-23145789440,43313881088,66459670528,57380.47331,1291693463,1.07E+11,-4666992,903339840,-12212860928,25831587840,38044448768,22128297.57,647204906.8,4.12E+13,0,484796928,-18147715072,16164296704,34312011776,22430225.7,802971916.9,4.18E+13,6744782.5,534757984
KS,Marion County,2015,12,985,46,54.24709677,45.16129032,0.591612903,0,0,0,4.879460761,2.420095946,2.97,123,1.9449,1.03,48.4,120,6.793,41.6,38.7,127,6.943,31.8,29,125,7.089,21.9,3299669,0.25460409,944.29,2445.699873,20,9.44,24.45,18,953.73,2470.15,20,0,27.80059814,27.80059814,1.259845225,1.12642045,4157072.233,0.974625885,2.500761557,373.7252502,487.7574768,114.0322266,434.5817433,18.36774154,1433975906,434.3847351,459.7200989,0,2673806,2673806,1471.665862,42955.18266,4856010223,1,31,-48526434304,53851156480,1.02E+11,353791.6579,1792186376,1.17E+12,58574708,1292005376,-34232905728,28765851648,62998757376,7207412.576,935697429.2,2.38E+13,25419696,709003456,-29840193536,31597228032,61437421568,7002908.91,1106863747,2.31E+13,-20785866,715102720
KS,McPherson County,2015,12,504,45,54.83870968,45.16129032,0,0,0,0,12.28189013,5.578039391,3.69,126,2.7591,0.93,48.5,120,7.116,41.4,38.9,127,7.287,31.6,29.2,127,7.355,21.8,3117270,0.240530093,898.27,2326.50862,26,2.33,6.03,58,900.6,2332.54,25,0,21.76948738,21.76948738,1.080198665,1.253073764,3367270.893,0.600612104,2.763915777,385.5848389,517.6722412,132.0874023,454.16759,21.03256291,1415763003,456.2716522,477.8208954,0,24551776,24551776,19131.92125,667428.2548,59639364167,1,36,-36934811648,1.09E+11,1.46E+11,-92525.14683,1725000887,-2.88E+11,6763183.5,1323645952,-25759739904,71319519232,97079259136,16336591.18,965956837,5.09E+13,6232775.75,712693728,-37827858432,36824231936,74652090368,16732186.81,1007440816,5.22E+13,0,686620224
KS,Reno County,2015,12,2131,46,54.37806452,45.16129032,0.460645161,0,0,0,19.30222323,8.627361712,2.75,124,1.8807,0.87,48.8,110,5.636,43.2,38.5,124,5.814,32.7,28.2,124,5.996,22.2,4377038,0.337734414,1255.35,3251.341574,3,16.76,43.41,7,1272.11,3294.75,3,0,16.86351204,16.86351204,0.639384734,0.620495698,2798611.279,0.46635282,1.373779774,429.0561523,557.0839844,128.027832,488.3630006,29.79903729,2137583411,485.7422333,531.362854,0,46455440,46455440,22564.79808,935972.7685,98766978679,1,47,-30730680320,41356668928,72087349248,121369.5316,1341566359,5.31E+11,-35041992,1091680640,-20522412032,29815752704,50338164736,48299300.93,708293087.1,2.11E+14,0,619060812.8,-26349178880,20289085440,46638264320,48889607.11,795250377.5,2.14E+14,33519656,680257856
KS,Saline County,2015,12,3474,45,54.83870968,45.16129032,0,0,0,0,29.67037085,13.02297448,3.75,128,2.8989,0.85,48.6,120,7.425,41.2,38.7,127,7.56,31.1,28.8,127,7.685,21.1,2510066,0.193677932,720.22,1865.361237,58,1.08,2.8,70,721.3,1868.16,59,0,24.14116669,24.14116669,1.600527427,1.497611249,4017429.476,1.267505884,3.414452314,348.1430359,505.7269287,157.5838928,402.3893508,27.67622923,1010023828,399.0084076,440.2006378,0,37875240,37875240,60493.76747,1250273.094,1.52E+11,1,38,-49502035968,49684045824,99186081792,-29984.1862,2128113276,-75262286312,9650391,1719272448,-37160759296,35139076096,72299835392,41294050.82,1155915128,1.04E+14,17479272,1015325120,-29612544000,31038406656,60650950656,41652480.32,1287621440,1.05E+14,9797398,993940416
KS,Sedgwick County,2015,12,181,44,56.37193548,43.62806452,0,0,0,0,195.5467725,82.64010315,2.76,118,1.6927,1.07,51.1,121,7.237,43.9,40.5,126,6.866,33.6,30,124,6.602,23.4,3459782,0.266958488,997.51,2583.53904,16,11.61,30.07,15,1009.12,2613.61,16,0,16.57667923,16.57667923,0.693362282,0.695272304,2398882.343,0.507374316,1.461465001,368.426239,472.2496643,103.8234253,414.7808086,18.43710567,1435051175,414.4387665,439.8831482,0,53243304,53243304,46364.35215,1451460.97,1.60E+11,1,41,-30039965696,48923643904,78963609600,-103050.7502,1522157895,-3.57E+11,-7158691.5,1129886720,-22543413248,28777865216,51321278464,30399204.35,740631639.2,1.05E+14,0,575887686.4,-25112326144,27296684032,52409010176,30972619.92,969093169.9,1.07E+14,10564899.5,710834873.6
VA,Alexandria City,2015,12,66,0,100,0,0,0,0,0,3834.639381,1900.823559,4.61,102,1.4152,3.19,58.8,128,13.608,45.2,50.5,128,13.676,36.8,42.2,128,13.753,28.4,53229,0.004107176,15.03,38.93,112,0.44,1.14,107,15.47,40.07,111,0,16.86433792,16.86433792,2.522182431,2.300787665,134253.2486,1.795046687,5.715889454,-1.910894871,85.82835388,87.73924875,33.84761109,24.90017611,1809831.765,29.15907383,72.33148041,0,159013,159013,680.5100804,7344.758893,36386874,1,37,-22025947136,26445699072,48471646208,-18964934.57,2573210583,-1.01E+12,-2448363.375,2560054810,-13303315456,13577544704,26880860160,51247806.68,1247944695,2.74E+12,4750.277588,1206746368,-15941216256,15450240000,31391456256,70212741.06,1762113793,3.75E+12,4446056.25,1810975885
VA,Charlotte County,2015,12,3270,0,100,0,0,0,0,0,9.847425148,5.126256297,7.46,127,4.2145,3.25,58.6,128,10.77,47.8,50.1,128,12.346,37.8,41.6,128,13.934,27.7,1620401,0.125030941,475.27,1230.94,28,2.25,5.83,81,477.52,1236.77,33,0,27.00608444,27.00608444,3.595192296,2.153639804,5825653.192,3.294968843,6.36684227,88.85671997,241.026123,152.1694031,147.9396498,25.4452091,239721556.5,146.8865509,180.6171875,0,11349360,11349360,6966.081071,250991.4187,11287844733,1,31,-35957571584,32564699136,68522270720,-335881.4441,3149865647,-5.44E+11,195242432,3494143488,-19190974464,20949446656,40140421120,67769570.11,1798513584,1.10E+14,107529920,2013439872,-24789997568,20982640640,45772638208,68109125.71,1908681044,1.10E+14,-65774708,2249277952
VA,Halifax County,2015,12,3270,0,100,0,0,0,0,0,16.33662675,8.471515733,7.27,128,4.0122,3.26,59.2,127,10.505,48.7,50.4,128,12.049,38.4,41.6,128,13.606,28,2808506,0.21670571,817.84,2118.2,4,11.79,30.54,33,829.63,2148.73,5,0,30.99777222,30.99777222,3.668982339,2.235485972,10304358.91,3.344863057,6.557517052,35.98508453,228.0457306,192.0606461,138.8449574,23.42139886,390188763.8,137.4249496,170.8208817,0,15387418,15387418,9469.808114,279395.9622,26612509314,1,30,-36748292096,36832968704,73581260800,-329863.5311,3217668393,-9.27E+11,264411808,3506117376,-19553380352,20015708160,39569088512,61549307.55,1827294010,1.73E+14,115261492,2001949952,-31953145856,24614709248,56567855104,61883942.97,1970231328,1.74E+14,-112426276,2354132941
VA,Pittsylvania County,2015,12,360,0,100,0,0,0,0,0,24.47650437,12.50784503,6.78,124,3.4263,3.35,59.2,127,10.705,48.5,49.9,128,11.69,38.2,40.6,128,12.685,27.9,3316586,0.255909414,968.94,2509.54,1,9.23,23.91,41,978.17,2533.45,2,0,43.23411942,43.23411942,4.539186347,3.12432854,15054601.89,3.925128341,8.258706093,103.4203186,619.2762451,515.8559265,214.4566501,42.49629412,711550008.6,213.1890259,266.8768921,0,7821888,7821888,4468.573458,145845.3022,14826369249,1,29,-1.42E+11,1.41E+11,2.84E+11,-546981.874,3763946755,-1.81E+12,363224480,3910585523,-58486587392,61608247296,1.20E+11,70649124.31,2124278943,2.34E+14,155931800,2241672192,-79798312960,83773718528,1.64E+11,71197444.55,2330300979,2.36E+14,-147234680,2627906022
NV,Clark County,2016,1,180,193,0,19.73903226,67.69806452,12.55935484,0,0,25.03768686,12.66697374,1.35,91,0.3916,0.96,53.8,63,0.604,53.2,44.9,81,1.472,43.4,36,94,2.355,33.6,27104326,2.091383179,7891.42,20438.68,6,169.38,438.69,2,8060.8,20877.38,6,0,78.0610733,78.0610733,8.300512938,9.287194533,224979808.6,3.902926445,22.8973217,144.0630493,3628.923828,3484.860779,1008.17185,487.2594773,27340387583,914.6258545,1681.684082,0,45200532,45200532,7203.62135,448938.5703,1.95E+11,2,114,-2.75E+11,3.10E+11,5.85E+11,171612185.9,5578047903,4.65E+15,35770.34375,4632771584,-2.75E+11,3.10E+11,5.85E+11,171612185.9,5578047903,4.65E+15,35770.34375,4632771584,-2.58E+11,2.52E+11,5.10E+11,171624912.5,5102753480,4.65E+15,8305664,4402522112
VA,Accomack County,2016,1,1800,0,100,0,0,0,0,0,9.687915378,6.259081223,3.74,89,0.2858,3.45,46.5,79,1.126,45.4,37.6,72,0.523,37.1,28.7,67,-0.086,28.8,4097913,0.316196991,449.5,1164.2,36,860.54,2228.79,1,1310.04,3392.99,1,0,16.2040844,16.2040844,0.180350686,0.472678085,739061.4208,0,0.507402527,-2.126105547,39.73215485,41.85826039,1.637225239,3.742382408,6719751.957,0,8.715120792,0,5324367,5324367,3175.152002,109655.3593,13031947818,12,272,-25293377536,43306127360,68599504896,2759.378676,875098446.4,11325466908,0,350706880,-15466756096,22451828736,37918584832,12222497.98,419658905.1,5.02E+13,0,169065465.6,-21250611200,15943218176,37193829376,12934324.18,556090228.7,5.31E+13,0,241455043.2
